Count,Domain Name,Registrar,Creation Date,Expiration Date,Name Servers,Error
1,https://rakuten.co.jp.z27l.cn/zceregest.php,N/A,N/A,N/A,N/A,
2,https://rakuten.co.jp.z24v.cn/regesits.php,N/A,N/A,N/A,N/A,"No matching record.
"
3,https://rakuteneagtf.top/,N/A,N/A,N/A,N/A,
4,http://subscribers.gtjdkn.icu/,N/A,N/A,N/A,N/A,
5,https://support.bausgs.com/,N/A,N/A,N/A,N/A,"No match for ""BAUSGS.COM"".
>>> Last update of whois database: 2024-12-08T16:47:38Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
6,TOYOKIKAI-RINGYOU.JP,N/A,2019-06-21,2025-06-30,"ns01.asp-frontier.net, ns02.asp-frontier.net",
7,TAX-WEWILL.JP,N/A,2017-05-26,2025-05-31,"uns01.lolipop.jp, uns02.lolipop.jp",
8,http://rakuten.co.jp.onhdh.top/,N/A,N/A,N/A,N/A,
9,https://cadybhjgugp.xyz/certification_account,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
10,http://rakuten.co.jp.accountsafedhfeuwhuiewailfewjdsnmjcdsba.xyz/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
11,https://rkylglrq.top/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
12,http://subscribers.gmj871.icu/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
13,https://www.demachi.net/wordpress/wp-content/pus/accessms/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
14,https://therapyaoyama.com/huop/eron/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
15,YAKITORIYUUKI.COM,"GMO INTERNET, INC.",2019-03-05,2025-03-05,"DNS01.MUUMUU-DOMAIN.COM, DNS02.MUUMUU-DOMAIN.COM",
16,OHMAHIHU.SITE,"GMO INTERNET, INC.",2019-01-03,2026-01-03,"UNS01.LOLIPOP.JP, UNS02.LOLIPOP.JP",
17,https://www.benhvd.com/,N/A,N/A,N/A,N/A,"No match for ""BENHVD.COM"".
>>> Last update of whois database: 2024-12-08T16:50:10Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
18,https://checkid-update-1542rakuten.info/logto.php,N/A,N/A,N/A,N/A,
19,SOZOKU-KINKI.JP,N/A,2011-04-24,2025-04-30,"bart.ns.cloudflare.com, mia.ns.cloudflare.com",
20,https://yodobashipla.top/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
21,https://rakutenonqgn.top/,N/A,N/A,N/A,N/A,
22,https://rutangord002idasjdhgashuidgasyui.askjidgbiuqaqwe.co/,N/A,N/A,N/A,N/A,
23,https://rakuten.co.jp.rukoten.best/certification_account,N/A,N/A,N/A,N/A,
24,https://rakuten.co.jp-ricknavtvfdoftexg.ttsdvvk.work/5f17beec3e900.php,N/A,N/A,N/A,N/A,
25,https://rakuten.co.jp-dtbmwpkaqbsmcbanj.zbzodyh.work/5f17beec3e900.php,N/A,N/A,N/A,N/A,
26,https://accessid2454.xyz/goto.php,N/A,N/A,N/A,N/A,
27,https://accessid2453.xyz/goto.php,N/A,N/A,N/A,N/A,
