Count,Domain Name,Registrar,Creation Date,Expiration Date,Name Servers,Error
1,sidedoorcoffeehouse.com/20082009.cfm,N/A,N/A,N/A,N/A,
2,sidereel.com/,N/A,N/A,N/A,N/A,
3,sideshowtoy.com/?page_id=4489&sku=7702r,N/A,N/A,N/A,N/A,
4,sidev.com/english/buildings.asp,N/A,N/A,N/A,N/A,
5,sidlee.com/,N/A,N/A,N/A,N/A,
6,sidleegroup.com/,N/A,N/A,N/A,N/A,timed out
7,sidmashburn.com/shop.html,N/A,N/A,N/A,N/A,
8,sidneycrosbystuff.com/crosby-at-center-ice/,N/A,N/A,N/A,N/A,
9,sids.org/memory.htm,N/A,N/A,N/A,N/A,
10,siebman.com/bio/michaelsmith.asp,N/A,N/A,N/A,N/A,
11,siegelproductions.ca,Go Get Canada Domain Registrar Ltd.,2000-10-05,2025-03-21,"ns4.lunarpages.com, ns5.lunarpages.com",
12,siegeofamida.net,"Spaceship, Inc.",2021-12-02,2025-12-02,"EXPIRED1.NAMEBRIGHTDNS.COM, EXPIRED2.NAMEBRIGHTDNS.COM, expired1.namebrightdns.com, expired2.namebrightdns.com",
13,sierraclub.ca,Tucows.com Co.,2000-10-26,2025-04-15,"ns1.hover.com, ns2.hover.com",
14,SIERRADESCENTS.COM,"GoDaddy.com, LLC",2005-05-23,2027-05-23,"NS1.LINODE.COM, NS2.LINODE.COM, NS3.LINODE.COM, NS4.LINODE.COM, NS5.LINODE.COM",
15,SIERRAEXPRESSMEDIA.COM,"Wild West Domains, LLC",2007-08-27,2025-08-27,"NS-1233.AWSDNS-26.ORG, NS-1924.AWSDNS-48.CO.UK, NS-671.AWSDNS-19.NET, NS-97.AWSDNS-12.COM",
16,sierrajacklondon.org/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
17,sierrapotomac.org,"GoDaddy.com, LLC",2008-04-10,2025-04-10,"melany.ns.cloudflare.com, moura.ns.cloudflare.com",
18,sierrarotorcraftclub.org/2010/07/19/ken-brock-freedom-fly-in/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
19,SIERRASTAR.COM,"Network Solutions, LLC",1997-11-23,2025-11-22,"NS1.KR123.COM, NS2.KR123.COM, NS3.KR123.COM, NS4.KR123.COM",
20,siff.bg (siff.bg),N/A,N/A,N/A,N/A,
21,SIFY.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,1999-06-21,2029-06-21,"PDNS.SATYAM.NET.IN, SDNS.SATYAM.NET.IN, pdns.satyam.net.in, sdns.satyam.net.in",
22,sigalert.com,"MarkMonitor, Inc.",1998-04-25,2025-04-24,"DNS1.IHEARTMEDIA.COM, DNS2.IHEARTMEDIA.COM, DNS3.IHEARTMEDIA.COM, DNS4.IHEARTMEDIA.COM, NS1.IHEARTMEDIA.COM, NS2.IHEARTMEDIA.COM, NS3.IHEARTMEDIA.COM, NS4.IHEARTMEDIA.COM, NS5.IHEARTMEDIA.COM, NS6.IHEARTMEDIA.COM, ns3.iheartmedia.com, dns3.iheartmedia.com, ns2.iheartmedia.com, ns1.iheartmedia.com, dns4.iheartmedia.com, ns5.iheartmedia.com, dns2.iheartmedia.com, ns4.iheartmedia.com, ns6.iheartmedia.com, dns1.iheartmedia.com",
23,sigep.org,"Network Solutions, LLC",1994-06-21,2025-06-20,"ns79.worldnic.com, ns80.worldnic.com",
24,sigmadeltapi.org,"GoDaddy.com, LLC",2002-08-05,2025-08-05,"ns1.wordpress.com, ns2.wordpress.com, ns3.wordpress.com",
25,sigmagammarhodallas.com/,N/A,N/A,N/A,N/A,"No match for ""SIGMAGAMMARHODALLAS.COM"".
>>> Last update of whois database: 2024-12-08T20:25:29Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
26,sigmanest.com,"CSC CORPORATE DOMAINS, INC.",1996-11-22,2025-11-21,"NS1.G02.CFDNS.NET, NS2.G02.CFDNS.BIZ, NS3.G02.CFDNS.INFO, NS4.G02.CFDNS.CO.UK, ns1.g02.cfdns.net, ns4.g02.cfdns.co.uk, ns2.g02.cfdns.biz, ns3.g02.cfdns.info",
27,sigmanewsnetwork.com/2011/09/vancouver-fc-whitecaps-vs-seattle-sounders-fc-mls-football-match-live/7040,N/A,N/A,N/A,N/A,"No match for ""SIGMANEWSNETWORK.COM"".
>>> Last update of whois database: 2024-12-08T20:25:29Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
28,sigmanu.org,Tucows Domains Inc.,1995-04-12,2025-04-13,"ns1.hover.com, ns2.hover.com, ns3.hover.com",
29,sigmaphibeta.org,"NameCheap, Inc.",2024-04-21,2025-04-21,"ariella.ns.cloudflare.com, sevki.ns.cloudflare.com",
30,sigmapi.org,"Network Solutions, LLC",1997-01-11,2026-01-10,"frank.ns.cloudflare.com, joan.ns.cloudflare.com",
31,SIGNAGEINFO.COM,PDR Ltd. d/b/a PublicDomainRegistry.com,2006-10-31,2025-10-31,"GINA.NS.CLOUDFLARE.COM, KIRK.NS.CLOUDFLARE.COM, gina.ns.cloudflare.com, kirk.ns.cloudflare.com",
32,SIGNATURE9.COM,"GoDaddy.com, LLC",2006-05-11,2025-05-11,"DINA.NS.CLOUDFLARE.COM, NOAH.NS.CLOUDFLARE.COM",
33,SIGNEDAUTOGRAPHED.COM,"GoDaddy.com, LLC",2010-10-04,2025-10-04,"NS79.HOSTGATOR.COM, NS80.HOSTGATOR.COM",
34,signedbyauthor.com,NAMECHEAP INC,2007-07-13,2025-07-13,"NS1.SITEGROUND.NET, NS2.SITEGROUND.NET, ns1.siteground.net, ns2.siteground.net",
35,signispacific.org/member.html,N/A,N/A,N/A,N/A,"Domain not found.
>>> Last update of WHOIS database: 2024-12-08T20:25:45Z <<<

Terms of Use: Access to Public Interest Registry WHOIS information is provided to assist persons in determining the contents of a domain name registration record in the Public Interest Registry registry database. The data in this record is provided by Public Interest Registry for informational purposes only, and Public Interest Registry does not guarantee its accuracy. This service is intended only for query-based access. You agree that you will use this data only for lawful purposes and that, under no circumstances will you use this data to (a) allow, enable, or otherwise support the transmission by e-mail, telephone, or facsimile of mass unsolicited, commercial advertising or solicitations to entities other than the data recipient's own existing customers; or (b) enable high volume, automated, electronic processes that send queries or data to the systems of Registry Operator, a Registrar, or Identity Digital except as reasonably necessary to register domain names or modify existing registrations. All rights reserved. Public Interest Registry reserves the right to modify these terms at any time. By submitting this query, you agree to abide by this policy.  The Registrar of Record identified in this output may have an RDDS service that can be queried for additional information on how to contact the Registrant, Admin, or Tech contact of the queried domain name.
"
36,SIGNNETWORK.COM,"Network Solutions, LLC",1998-07-31,2025-07-30,"NS3.SIGNNETWORK.COM, NS4.SIGNNETWORK.COM",
37,SIGNSBYTOMORROW.COM,"Cloudflare, Inc.",1996-12-20,2027-12-19,"BEN.NS.CLOUDFLARE.COM, TESS.NS.CLOUDFLARE.COM, ben.ns.cloudflare.com, tess.ns.cloudflare.com",
38,signscompanies.com,NAMECHEAP INC,2009-09-18,2025-09-18,"NS3.BUSINESSAD.BIZ, NS4.BUSINESSAD.BIZ, ns3.businessad.biz, ns4.businessad.biz",
39,signsupply.com,"ENOM, INC.",1999-03-19,2025-03-19,"NS1.HOVER.COM, NS2.HOVER.COM",
40,SIGNVIBE.COM,"GoDaddy.com, LLC",2008-12-22,2026-12-22,"PDNS09.DOMAINCONTROL.COM, PDNS10.DOMAINCONTROL.COM",
41,sigsolution.net,GANDI SAS,2000-08-09,2025-08-09,"NS1.DNSRELAY.NET, NS2.DNSRELAY.NET",
42,sihrhockey.org,Squarespace Domains II LLC,2003-09-11,2025-09-11,"ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c3.googledomains.com, ns-cloud-c4.googledomains.com",
43,SIIBUSINESSPRODUCTS.COM,"Network Solutions, LLC",2002-12-03,2026-12-03,"NS09.DOMAINCONTROL.COM, NS10.DOMAINCONTROL.COM",
44,sikhiwiki.org,"GoDaddy.com, LLC",2004-12-29,2024-12-29,"cody.ns.cloudflare.com, lara.ns.cloudflare.com",
45,SIKHNATION.NET,"Network Solutions, LLC",2002-09-07,2027-09-07,"NS29.DOMAINCONTROL.COM, NS30.DOMAINCONTROL.COM",
46,SIKHTIMES.COM,"Register.com, Inc.",2000-01-13,2025-01-13,"NS65.DOMAINCONTROL.COM, NS66.DOMAINCONTROL.COM",
47,sikids.com,"MarkMonitor, Inc.",1998-11-06,2026-11-05,"NS-1433.AWSDNS-51.ORG, NS-1663.AWSDNS-15.CO.UK, NS-689.AWSDNS-22.NET, NS-96.AWSDNS-12.COM, ns-689.awsdns-22.net, ns-1663.awsdns-15.co.uk, ns-96.awsdns-12.com, ns-1433.awsdns-51.org",
48,INDIA-TOURS.NET,"NamePal.com #8008, LLC",2021-05-07,2025-05-07,"NS1.NETFIRMS.COM, NS2.NETFIRMS.COM",
49,sikmixxradio.com/dj-profiles/dj-big-scoob,N/A,N/A,N/A,N/A,"No match for ""SIKMIXXRADIO.COM"".
>>> Last update of whois database: 2024-12-08T20:25:43Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
50,sikorsky.com,"CSC CORPORATE DOMAINS, INC.",1994-03-05,2025-03-06,"NS1.LMCO.COM, NS2.LMCO.COM, NS3.LMCO.COM, ns1.lmco.com, ns2.lmco.com, ns3.lmco.com",
51,silent-film-music.com,"GoDaddy.com, LLC",2003-09-23,2025-09-23,"LEIF.NS.CLOUDFLARE.COM, OLLIE.NS.CLOUDFLARE.COM",
52,silentday.org,"GoDaddy.com, LLC",2004-12-20,2024-12-20,"ns51.domaincontrol.com, ns52.domaincontrol.com",
