Count,Domain Name,Registrar,Creation Date,Expiration Date,Name Servers,Error
1,virtualpiilot.best,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
2,VIRTUALPINBALLS.COM,DropCatch.com 611 LLC,2023-06-11,2025-06-11,"NSG1.NAMEBRIGHTDNS.COM, NSG2.NAMEBRIGHTDNS.COM",
3,virtualsmediahouses.com,N/A,N/A,N/A,N/A,"No match for ""VIRTUALSMEDIAHOUSES.COM"".
>>> Last update of whois database: 2024-12-08T22:15:09Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
4,virtuveslyga.lt,N/A,2020-03-25,2025-03-26,N/A,
5,virtuzo.in,N/A,N/A,N/A,N/A,
6,virutchamtrust.org,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
7,visagateways.com,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
8,visa-pay.pro,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
9,visa-pay.site,N/A,N/A,N/A,N/A,"The queried object does not exist: DOMAIN NOT FOUND

>>> Last update of WHOIS database: 2024-12-08T22:15:25.0Z <<<

For more information on Whois status codes, please visit https://icann.org/epp

>>> IMPORTANT INFORMATION ABOUT THE DEPLOYMENT OF RDAP: please visit
https://www.centralnicregistry.com/support/rdap <<<

The Whois and RDAP services are provided by CentralNic, and contain
information pertaining to Internet domain names registered by our
our customers. By using this service you are agreeing (1) not to use any
information presented here for any purpose other than determining
ownership of domain names, (2) not to store or reproduce this data in
any way, (3) not to use any high-volume, automated, electronic processes
to obtain data from this service. Abuse of this service is monitored and
actions in contravention of these terms will result in being permanently
blacklisted. All data is (c) CentralNic Ltd (https://www.centralnicregistry.com)

Access to the Whois and RDAP services is rate limited. For more
information, visit https://registrar-console.centralnicregistry.com/pub/whois_guidance.
"
10,visbcp.com,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
11,viscontogroup.com,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
12,vishalguesthouse.com,N/A,N/A,N/A,N/A,"No match for ""VISHALGUESTHOUSE.COM"".
>>> Last update of whois database: 2024-12-08T22:15:09Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
13,VISHALVISHWAKARMA.COM,"Spaceship, Inc.",2013-10-02,2025-10-02,"DINA.NS.CLOUDFLARE.COM, JEREMY.NS.CLOUDFLARE.COM",
14,vishnudasmaharaj.com,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
15,VISHONLINE.COM,Diamatrix C.C.,2016-07-27,2025-07-27,"NS1.AMPLEDNS.COM, NS2.AMPLEDNS.COM",
16,vishventerprise.net,N/A,N/A,N/A,N/A,"No match for ""VISHVENTERPRISE.NET"".
>>> Last update of whois database: 2024-12-08T22:15:09Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
17,visicube.in,N/A,N/A,N/A,N/A,
18,vision18.ae,N/A,N/A,N/A,N/A,
19,visionagropecuaria.org,N/A,N/A,N/A,N/A,"Domain not found.
>>> Last update of WHOIS database: 2024-12-08T22:15:25Z <<<

Terms of Use: Access to Public Interest Registry WHOIS information is provided to assist persons in determining the contents of a domain name registration record in the Public Interest Registry registry database. The data in this record is provided by Public Interest Registry for informational purposes only, and Public Interest Registry does not guarantee its accuracy. This service is intended only for query-based access. You agree that you will use this data only for lawful purposes and that, under no circumstances will you use this data to (a) allow, enable, or otherwise support the transmission by e-mail, telephone, or facsimile of mass unsolicited, commercial advertising or solicitations to entities other than the data recipient's own existing customers; or (b) enable high volume, automated, electronic processes that send queries or data to the systems of Registry Operator, a Registrar, or Identity Digital except as reasonably necessary to register domain names or modify existing registrations. All rights reserved. Public Interest Registry reserves the right to modify these terms at any time. By submitting this query, you agree to abide by this policy.  The Registrar of Record identified in this output may have an RDDS service that can be queried for additional information on how to contact the Registrant, Admin, or Tech contact of the queried domain name.
"
20,VISIONBROWN.COM,"GoDaddy.com, LLC",2017-04-19,2026-04-19,"NS1.DNS-PARKING.COM, NS2.DNS-PARKING.COM",
21,vision-exim.in,N/A,N/A,N/A,N/A,
22,VISIONFORDLM.COM,Gname.com Pte. Ltd.,1999-10-14,2025-10-14,"NS1.DNS.COM, NS2.DNS.COM",
23,VISIONFORKS.COM,"GoDaddy.com, LLC",2011-06-25,2026-06-25,"NS59.DOMAINCONTROL.COM, NS60.DOMAINCONTROL.COM",
24,visiongolfball.com,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
