Count,Domain Name,Registrar,Creation Date,Expiration Date,Name Servers,Error
1,https://xhgxjtuc6749.vip/,N/A,N/A,N/A,N/A,
2,https://aviuoity89.vip/,N/A,N/A,N/A,N/A,
3,https://poaiosf51owi.vip/,N/A,N/A,N/A,N/A,
4,https://xjgaiqoiaiu41.vip/,N/A,N/A,N/A,N/A,
5,https://amazon.ip-co.jpupdote.com/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
6,http://ghbfd.kosaueby.cn,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
7,https://armazon-update-info.8868ggo.vip/,N/A,N/A,N/A,N/A,
8,https://www-annazon-co-jp.rm999.fun,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
9,https://alkywear28uqqqa.vip/,N/A,N/A,N/A,N/A,
10,https://xgauqr69xjar.vip/,N/A,N/A,N/A,N/A,
11,http://ferwftg.d4qx1p.cn,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
12,http://oiuyg.0jcs35.cn,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
13,https://stwon.cuibzd.cn,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
14,https://ehsin.ftnzru.cn,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
15,https://amausercard.d6swux.xyz,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
16,https://definists.shop/,N/A,N/A,N/A,N/A,
17,https://www.wenchangzb.com/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
18,https://eki-net-accuom.info,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
19,https://www.eki-net-accunta.info,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
20,https://eki-net-untaen.info,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
21,https://my.jc-b.faircreditrestoration.com,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
22,https://www.view.eserumweb.com,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
23,https://ekl-nebtti.club/,N/A,N/A,N/A,N/A,[Errno -2] Name or service not known
24,https://ekl-nebtti.xyz/,N/A,N/A,N/A,N/A,
25,https://ekl-net.carpfirm.shop/,N/A,N/A,N/A,N/A,
26,https://ekl-net.crucfoodence.shop/,N/A,N/A,N/A,N/A,
27,https://ekl-net.fallation.shop/,N/A,N/A,N/A,N/A,
28,GROWAL.SHOP,PDR Ltd. d/b/a PublicDomainRegistry.com,2024-11-10,2025-11-10,"HANS.NS.CLOUDFLARE.COM, SANDY.NS.CLOUDFLARE.COM, hans.ns.cloudflare.com, sandy.ns.cloudflare.com",
29,https://ekl-net.laxatic.shop/,N/A,N/A,N/A,N/A,
30,https://ekl-net.learnance.shop/,N/A,N/A,N/A,N/A,
31,https://ekl-net.mantmost.shop/,N/A,N/A,N/A,N/A,
32,https://ekl-net.myselfary.shop/,N/A,N/A,N/A,N/A,
33,https://ekl-net.opulkin.shop/,N/A,N/A,N/A,N/A,
34,https://ekl-net.planid.shop/,N/A,N/A,N/A,N/A,
35,https://ekl-net.revealery.shop/,N/A,N/A,N/A,N/A,
36,https://ekl-net.templ.shop/,N/A,N/A,N/A,N/A,
37,https://ekl-not.atatory.shop/,N/A,N/A,N/A,N/A,
